OBJECTID,SiteID,MAX_BuffAreaAc,Shape_Length,Shape_Area,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,FBndID,MLRA,HUC12
301,6891,14.8424654,2525.746018,88707.7589,21.91081619,33261.96484,98883.51563,87,6214.345703,50.16753387,584.7931519,14.54561615,4.155890465,698.3130652,0.078971642,137.4604919,12.30874863,17639,9173,0.050243819,269.2203259,538442,201.9152459,0.000770702,39476.3125,105097.8594,3.626072645,4.303533554,164.7323151,195.5093231,F070801030301_366,108,070801030301
302,6911,21.38720322,2297.204904,117938.0579,29.13070107,47928.72266,131466.8594,88,8357.015625,72.28874969,842.6558228,20.9594593,5.988416672,525.7869875,0.059460812,142.9897389,12.74472066,13689,7119,0.038993323,338.9514506,677901,254.213586,0.000970322,56285.73828,139823.875,6.732507706,7.906410694,188.5372162,221.4112091,F070802060502_553,108,070802060502
303,6937,5.222645283,944.138793,28268.17302,6.98223877,11703.94824,31510.84375,86,1957.540405,17.65254021,205.7722168,5.118192196,1.462340713,180.8954307,0.020457313,139.2885609,12.44064951,3922,2039,0.011168336,63.51135725,127022,47.63351709,0.000181815,13661.48828,33468.38281,5.740043163,6.700092316,245.708252,286.8041077,F070801030301_352,108,070801030301
304,6954,6.692355156,1263.597532,42480.58476,10.49270439,14997.56836,47353.57422,74,2531.26001,22.62016106,263.6788025,6.558507919,1.873859406,199.8845401,0.022604776,140.8223758,12.5678818,4870,2533,0.013874152,175.6154844,351231,131.7116145,0.000502738,17528.82813,49884.83594,5.920871735,6.920184612,113.8667145,133.0849152,F070801030301_89,108,070801030301
305,6956,3.045690298,1286.9669,21003.39248,5.187838078,6825.39209,23412.71289,68,1150.039795,10.29443359,120.0001984,2.984776497,0.852793276,164.4531806,0.018597873,132.700061,7.884132639,1461,759,0.004157316,202.3120174,404624,151.7340142,0.000579162,7975.431641,24562.75195,8.992611885,10.50781536,44.9826088,52.56192398,F070802060803_275,108,070802060803
306,6971,12.13201427,1413.702374,61661.87608,15.23048306,27187.84375,68735.17188,87,4319.669922,41.00620651,478.0013733,11.88937378,3.396964073,229.9142317,0.026000809,132.0315358,11.87635448,5656,2941,0.016108914,96.55005588,193102,72.41254139,0.000276396,31507.51367,73054.84375,9.244421959,10.71319771,375.4576721,435.1112671,F070802060502_237,108,070802060502
307,6978,4.213448048,1922.593489,26940.38875,6.654275894,9442.336914,30030.74805,72,1561.891602,14.24145412,166.0098572,4.129179001,1.179765463,266.142897,0.030097878,134.569696,8.962207828,3081,1602,0.00877473,428.0972276,856194,321.0729222,0.001225522,11004.22852,31592.64063,5.894093037,6.869056702,29.40869904,34.27330017,F070802060803_451,108,070802060803
308,6985,9.005110741,1623.97867,45598.33182,11.26278782,20180.45313,50828.96094,93,3414.6521,30.43727493,354.8013611,8.825008392,2.521430969,261.0636412,0.02952347,135.7232005,12.16188987,6438,3348,0.0183382,87.88582106,175772,65.91436568,0.000251592,23595.10547,54243.61328,6.027614594,7.047522545,306.1616821,357.9660645,F070801030301_380,108,070801030301
309,6991,8.406339645,1199.62673,48249.34285,11.91758728,18838.60742,53784.07031,90,3496.620117,28.41342735,331.2097778,8.238212585,2.353775024,197.512799,0.022336558,131.0004292,11.79865789,4573,2378,0.013025161,115.6849265,231370,86.76369429,0.000331173,22335.22656,57280.69141,7.922038555,9.39244175,217.1254578,257.4259644,F070802060502_236,108,070802060502
310,7001,5.086965561,1024.486169,32763.19224,8.092508316,11399.88965,36521.48828,81,2136.907715,17.19394302,200.4264374,4.985226154,1.424350381,165.7383646,0.018743213,133.9136571,12.03042575,3789,1969,0.010784921,84.32626933,168652,63.24470255,0.000241402,13536.79688,38658.39453,5.789684772,6.874960423,180.2505035,214.0384369,F070801030301_91,108,070801030301
311,7016,5.134885788,1042.79262,28148.58706,6.952701092,11507.2793,31377.53906,88,1994.590942,17.35591316,202.3144989,5.032187939,1.437767982,146.2461499,0.016538855,147.11871,13.09189256,3925,2041,0.011179291,167.7119183,335425,125.7839386,0.000480112,13501.87012,33372.12891,5.638059616,6.615321159,91.48448944,107.3417664,F070802060502_587,108,070802060502
312,7017,6.452861786,1125.59517,35558.15825,8.782865524,14460.86328,39637.07031,86,2462.364258,21.81067276,254.2427521,6.323804379,1.806801319,244.1982429,0.027616176,130.9997624,11.79861082,5985,3113,0.01705102,237.6271916,475254,178.2203947,0.00068026,16923.22656,42099.43359,4.645314217,5.436307907,81.14034271,94.9567337,F070801030303_622,108,070801030303
313,7042,2.536434174,1043.44044,20447.70195,5.050582409,5684.148926,22793.2793,65,1070.218384,8.573147774,99.93550873,2.485705376,0.710201561,172.3076976,0.019486134,139.5003296,8.57491823,1002,521,0.002853704,57.87393713,115748,43.40545416,0.000165677,6754.367188,23863.49805,10.91007519,12.96423626,130.9547119,155.6110229,F070802060603_249,108,070802060603
314,7047,12.5420866,2197.672993,75681.78796,18.69340134,28106.81641,84363.32031,95,5789.346191,42.39225388,494.1582031,12.29124451,3.511784315,284.2334384,0.032143723,149.9821579,13.31065092,7634,3970,0.021745117,115.0076723,230015,86.25575256,0.000329235,33896.16406,90152.66406,7.079802513,8.538076401,325.8544006,392.9728088,F070801030301_162,108,070801030301
315,7127,6.09608078,1174.266195,36641.38139,9.050420761,13661.31738,40844.55078,85,2507.871582,20.60475349,240.1855774,5.974159241,1.706902623,181.8770299,0.020568322,140.6336975,12.56046534,4765,2478,0.013572897,334.1693767,668339,250.6270287,0.000956633,16169.18945,43352.42188,5.513041496,6.525096416,54.50855637,64.51494598,F070802060704_458,108,070802060704
316,7131,8.30957222,1279.331899,42597.16582,10.52149963,18621.75195,47483.52734,89,3052.708008,28.0863533,327.3971558,8.143381119,2.326680183,143.1611093,0.01618997,139.925087,10.24588611,3243,1687,0.009240306,208.5172967,417034,156.3879725,0.000596926,21674.46094,50536.23438,11.03838253,12.84793186,119.0740662,138.594162,F070802060603_613,108,070802060603
317,7155,3.536022425,1041.020384,23096.16678,5.704753399,7924.226074,25745.55273,39,725.3023682,11.95175552,139.3192902,3.465301991,0.990086257,172.4302919,0.019499998,143.9531468,12.85307244,4567,2374,0.013003252,211.3252833,422650,158.4939635,0.000604965,8649.52832,26470.85547,3.337921619,3.643440723,49.99702072,54.57323456,F070801010403_185,108,070801010403
318,7166,4.240495205,1084.231989,24009.49093,5.930344105,9502.950195,26763.64258,82,1585.299683,14.33287334,167.0755157,4.155685425,1.18733871,170.3533802,0.019265122,132.6991425,11.92454357,3935,2046,0.011206678,208.5275729,417055,156.3956831,0.000596956,11088.25,28348.94141,4.644648075,5.419476986,60.76222992,70.8986969,F070802060603_645,108,070802060603
319,7179,10.55092621,1911.528255,64124.86605,15.83884144,23644.625,71480.69531,84,4337.308594,35.66213226,415.7064819,10.33990765,2.954259396,243.1853749,0.027501631,131.8510101,11.86168833,5608,2915,0.015966503,79.6460951,159292,59.73457058,0.000228004,27981.93359,75818,8.111363411,9.599290848,395.8281555,468.4378357,F070801030301_323,108,070801030301
320,7184,5.981917858,1199.323528,33343.82962,8.235925674,13405.47754,37168.73438,90,2416.420654,20.21888161,235.687561,5.862279415,1.67493701,250.3781444,0.028315056,141.5230844,10.08439294,5952,3095,0.016952428,76.51988781,153039,57.38991358,0.000219055,15821.89844,39585.15625,4.331333637,5.112083435,233.5859528,275.6912842,F070801030301_536,108,070801030301
321,7226,11.91751671,1789.9944,64175.05374,15.85123825,26707.1543,71536.64063,79,4082.327881,40.28120804,469.5501709,11.67916679,3.336904764,190.4653336,0.021539566,142.7868668,12.73342648,4945,2573,0.014093246,111.2646974,222529,83.4485246,0.000318519,30789.48242,75618.96875,10.37977219,11.9663744,320.043457,368.9637756,F070802060502_468,108,070802060502
322,7275,6.81260252,1233.570625,42528.07945,10.50443554,15267.04199,47406.51953,83,2842.290283,23.02659607,268.4165344,6.676350594,1.907528758,247.2133162,0.027957148,136.6660671,12.25987792,6202,3224,0.017659007,304.3480253,608696,228.2610192,0.000871263,18109.33203,50248.80859,4.735435009,5.61703825,66.88414001,79.3360672,F070802060704_454,108,070802060704
323,7283,9.101736069,2409.374915,72511.97413,17.91045761,20396.99023,80829.89844,59,3444.897461,30.76386833,358.6083984,8.919701576,2.548485994,650.5318042,0.073568099,147.3892963,12.66902052,16650,8655,0.047406547,676.8513678,1353704,507.6385304,0.001937635,23841.88672,84274.79688,2.356671333,2.754695177,40.18014526,46.96626663,F070801010403_46,108,070801010403
324,7303,9.091298103,1600.280347,54055.42843,13.35169125,20373.59961,60256.18359,88,3830.333252,30.7285881,358.1971436,8.909472466,2.545563459,329.9046015,0.037308636,138.0341743,12.37930556,8428,4383,0.024007267,205.6716795,411343,154.2537597,0.00058878,24203.93359,64086.51563,4.648323059,5.522229671,132.0784607,156.9098511,F070802060603_284,108,070802060603
325,7321,6.139700413,1302.852052,32111.66879,7.931581974,13759.06836,35795.23047,80,2068.556885,20.75218773,241.9041901,6.016906261,1.719116092,153.4887621,0.017357916,139.971578,12.48759826,4114,2139,0.011716072,89.51992296,179041,67.13994377,0.00025627,15827.625,37863.78906,6.432476997,7.399544239,204.9311829,235.7408142,F070802060502_348,108,070802060502
326,7322,18.13780785,2426.599554,98408.08316,24.30679703,40646.82813,109696.5781,84,6656.17334,61.30578995,714.6296387,17.77505112,5.078586102,617.210892,0.069799865,140.8124944,12.59035964,15287,7950,0.043545008,478.9321232,957865,359.1990955,0.001371048,47303,116352.75,5.112808704,5.950062752,113.1596069,131.6902008,F070802060502_414,108,070802060502
327,7344,8.618075371,1444.045201,47646.38255,11.76865673,19313.10742,53111.94922,88,3376.192139,29.12909508,339.5521545,8.445713997,2.413061142,243.0394352,0.027485127,144.8518795,12.90590594,6535,3401,0.0186285,162.3052491,324611,121.7289351,0.000464634,22689.29883,56488.14063,5.678655624,6.67136097,158.656662,186.3919983,F070802060502_620,108,070802060502
328,7347,6.93853569,1303.402569,40195.80309,9.9283638,15549.25879,44806.70703,85,2751.149658,23.45225143,273.3782959,6.79976511,1.942790031,147.4286027,0.016672578,134.3060328,12.04598745,3630,1888,0.010341255,108.9665949,217934,81.72494555,0.000311941,18300.4082,47557.85547,8.235836029,9.693013191,190.2633057,223.9268341,F070802060502_351,108,070802060502
329,7381,6.852656841,1551.09111,39782.36293,9.826243401,15356.80371,44345.83594,77,2466.58374,23.16197968,269.9946899,6.715603828,1.918743968,182.2683943,0.020612581,138.0827942,12.36814086,4862,2528,0.013846765,67.05253872,134106,50.28940275,0.000191953,17823.38672,46812.41797,6.074685097,7.050390244,305.3685913,354.4163513,F070801030301_211,108,070801030301
330,7405,7.656346321,1133.489154,40890.06093,10.09984493,17157.87305,45580.60156,90,2963.294678,25.87845039,301.6600342,7.503219604,2.143776894,170.7040849,0.019304783,135.7233149,12.19291592,4116,2140,0.011721549,62.89059401,125781,47.16794491,0.000180038,20121.16797,48543.89453,8.017697334,9.402415276,363.7612915,426.5856323,F070802060803_475,108,070802060803
331,7408,7.186178684,1148.601895,42512.59021,10.5006094,16104.22656,47389.25,83,2841.254883,24.28928375,283.135437,7.042455196,2.012130022,175.0884407,0.019800606,133.2666824,11.98143845,4449,2313,0.012669133,99.71068637,199421,74.78301504,0.000285444,18945.48047,50230.50391,6.96248436,8.190869331,215.3460388,253.3393555,F070802060501_532,108,070802060501
332,7423,19.85422134,2913.833128,103812.8888,25.64178276,44493.30859,115721.3672,94,7857.667969,67.10726929,782.2563477,19.45713615,5.559182167,480.9894693,0.054394698,138.6915,12.38928509,11958,6217,0.034052744,172.6467081,345295,129.4850298,0.000494239,52350.97656,123579.0313,7.156716824,8.420617104,343.6174011,404.3013916,F070801030301_521,108,070801030301
333,7434,3.419341803,948.6044121,20442.95895,5.04941082,7662.745117,22787.99023,81,1333.347534,11.55737495,134.7220612,3.350955009,0.9574157,152.0551984,0.017195796,135.9301163,12.18620844,3626,1885,0.010324823,136.9233053,273847,102.6924785,0.000391973,8996.092773,24121.33789,4.065116882,4.772462845,74.61837006,87.60225677,F070801010405_264,108,070801010405
334,7476,4.223201275,913.9162472,29040.74556,7.173064232,9464.194336,32372.03906,82,1917.50354,14.27442074,166.3941345,4.138737202,1.182496309,178.2480586,0.020157924,135.6643289,12.16247309,4302,2236,0.012247376,165.2903516,330581,123.9677633,0.00047318,11381.69824,34289.54297,4.232645035,5.090204716,76.34399414,91.81175995,F070801010405_92,108,070801010405
335,7508,6.992026806,1156.789388,42650.42346,10.53465462,15669.13184,47542.89453,88,3022.181641,23.63305092,275.4858704,6.852186203,1.957767487,192.2792679,0.021744702,137.2968818,12.29635164,4939,2570,0.014076814,145.8061346,291613,109.3546033,0.000417402,18691.3125,50565.07813,6.09693861,7.272884369,143.2873535,170.9238739,F070802060803_403,108,070802060803
336,7511,9.968587875,2132.111379,61548.04866,15.20236778,22339.60547,68608.28906,83,4113.456543,33.69382858,392.7623596,9.769216537,2.791204691,456.1883974,0.051589966,143.7906104,12.842469,11552,6006,0.032897021,154.5996125,309200,115.9497051,0.000442575,26453.0625,72721.74219,3.719547987,4.404439449,192.6663361,228.1425629,F070801010302_12,108,070801010302
337,7512,6.343875408,1096.837918,37893.17601,9.359614372,14216.625,42239.94141,87,2654.57373,21.44229889,249.9486847,6.2169981,1.776285172,277.0363545,0.03132981,139.501062,12.50828495,7159,3722,0.020386732,119.1454849,238291,89.35911298,0.00034108,16871.19922,44894.51563,3.819619894,4.532831669,159.0954132,188.8022308,F070802060803_373,108,070802060803
338,7518,18.09993935,3643.895198,109655.9463,27.08501816,40561.96484,122234.6875,81,7152.089844,61.17779541,713.1376343,17.73793983,5.06798315,915.625104,0.10354728,135.0251649,11.75327979,23264,12100,0.066276051,1280.884341,2561768,960.6632578,0.003666811,47714.05469,129386.7813,3.352228403,3.943310261,42.22287369,49.66782379,F070802060704_505,108,070802060704
339,7519,13.46735477,2038.385563,71099.74663,17.56163788,30180.3418,79255.67188,67,3835.812988,45.51966095,530.6137695,13.19800758,3.770859241,531.356844,0.060090702,141.2000187,11.17804269,11846,6161,0.033746012,472.9846879,945969,354.7385128,0.001354022,34016.15625,83091.48438,4.898611069,5.521206856,85.07771301,95.89079285,F070802060603_504,108,070802060603
340,7572,8.491538048,1300.320546,47337.06247,11.69225407,19029.53711,52767.14453,90,3430.507568,28.70139885,334.5665894,8.321707726,2.377630711,258.3100048,0.029212063,134.9664593,12.10823321,6456,3357,0.018387496,199.1155098,398229,149.336629,0.000570012,22460.04492,56197.65234,5.668613911,6.69051075,127.427124,150.3987732,F070802060603_590,108,070802060603
341,7585,9.288150787,2358.680803,64746.51225,15.99238873,20814.74609,72173.64844,59,3075.97583,31.39394951,365.9531555,9.102387428,2.600682259,336.5801148,0.038063565,130.9994194,10.78442963,7834,4075,0.02232024,388.7938582,777588,291.5953911,0.001113007,23890.72266,75249.625,5.107913017,5.862753868,71.38228607,81.93106842,F070802060704_528,108,070802060704
342,7622,13.65318584,1712.280672,74114.62976,18.30631447,30596.78906,82616.39844,92,5490.429688,46.14776993,537.9355469,13.38012218,3.822891951,238.2966751,0.026948772,147.0562252,13.10969777,6491,3376,0.018491566,93.56468302,187129,70.17351101,0.000267849,36087.21875,88106.82813,9.063030243,10.6893425,436.0162354,514.257019,F070801030301_320,108,070801030301
343,7633,7.508380413,1436.981903,42860.02082,10.58642483,16826.28125,47776.53516,89,3071.54541,25.37832642,295.8302002,7.358212948,2.10234642,212.8066465,0.024066126,137.6097395,12.29317241,5476,2847,0.015594043,164.4830215,328966,123.3622644,0.000470869,19897.82617,50848.08203,5.910179615,6.989050388,136.3973083,161.2958832,F070802060803_406,108,070802060803
344,7650,6.451701164,1570.767208,33483.96728,8.270540237,14458.2627,37324.94922,94,2534.424316,21.80674934,254.1970215,6.322667122,1.806476355,221.3059093,0.025027301,132.1333328,10.90821165,5133,2670,0.01462455,85.31253271,170625,63.98439894,0.000244226,16992.6875,39859.375,5.415079594,6.364302635,225.9654388,265.57547,F070802060502_223,108,070802060502
345,7652,5.286415577,1153.567753,36484.0635,9.011563301,11846.85742,40669.18359,81,2379.593506,17.86808395,208.2847748,5.180687428,1.480196357,191.9502766,0.021707497,132.2147631,11.88864749,4477,2329,0.01275677,144.1107459,288221,108.0830606,0.000412548,14226.45117,43048.77734,5.086671352,6.108394623,109.6088257,131.6251678,F070802060603_127,108,070802060603
346,7726,13.46230793,1938.290854,77290.77993,19.09082222,30169.03125,86156.88281,88,5476.774902,45.50260162,530.414917,13.19306183,3.769446135,502.6869346,0.056848446,138.4807251,10.51524136,12769,6641,0.036375145,328.3431583,656687,246.2573724,0.000939954,35645.80469,91633.65625,4.542844772,5.367535591,122.5101624,144.7501984,F070802060501_332,108,070802060501
347,7731,3.909127474,1023.894561,22584.73357,5.578429222,8760.354492,25175.45117,88,1600.3396,13.21285057,154.0196228,3.830945015,1.094555736,196.1022923,0.022177045,135.4086066,12.13573413,4768,2480,0.013583852,124.9550977,249910,93.7163244,0.000357711,10360.69434,26775.79102,3.532401085,4.177699566,93.47735596,110.5537872,F070802060501_537,108,070802060501
348,7804,4.143801212,1102.757923,28817.77994,7.117991447,9286.258789,32123.49609,87,2018.804688,14.0060482,163.2657623,4.060925007,1.160264373,147.7002031,0.016703293,135.6760254,12.15904486,3436,1788,0.009793519,124.5370941,249074,93.40281991,0.000356515,11305.06348,34142.30078,5.193656921,6.322742462,99.42160797,121.0355682,F070802060603_120,108,070802060603
349,7823,4.672177792,939.0100368,25827.37067,6.379360676,10470.35059,28790.05469,85,1767.720825,15.79196072,184.0838013,4.578734398,1.308209777,186.8274063,0.021128156,135.6763916,12.16724014,4458,2318,0.012696519,105.2794143,210559,78.95956194,0.000301385,12238.07129,30557.77539,4.51697588,5.279582024,132.6039581,154.9916382,F070802060501_5,108,070802060501
350,7853,10.36590958,1691.956786,62252.59808,15.37639141,23230.00391,69393.65625,82,4110.416992,35.03677368,408.4168396,10.15859127,2.902454615,270.9757009,0.030644416,133.8334427,12.01948055,6799,3534,0.019356989,137.4694767,274939,103.102108,0.000393536,27340.42188,73504.07031,6.573289394,7.736395359,225.3106537,265.1781006,F070801010301_347,108,070801010301
351,7890,10.44864368,1871.429743,64532.8172,15.93960571,23415.41016,71935.4375,79,4105.085938,35.31641388,411.6765747,10.23967075,2.925620317,522.8269827,0.059126068,138.465894,11.49012954,12370,6433,0.035235854,635.9692044,1271942,476.9769091,0.001820601,27520.49609,76040.52344,3.639889717,4.278018951,49.09128571,57.69775391,F070802060502_170,108,070802060502
352,7899,7.08296299,1199.449462,40621.64671,10.03354645,15872.91992,45281.39453,74,2420.492676,23.94041443,279.0687561,6.94130373,1.983229637,148.818655,0.016829778,140.0671204,10.60791562,3477,1808,0.009903066,49.71906955,99440,37.28930217,0.000142332,18293.41211,47701.88672,8.779270172,10.11803722,425.6695251,490.580719,F070802060503_247,108,070802060503
353,7907,1.899481654,730.8156331,19777.07818,4.88493824,4256.738281,22045.72656,62,987.343689,6.420248032,74.83957672,1.861492038,0.531854868,156.4637472,0.017694355,133.9145464,12.03048904,3786,1969,0.010784921,76.84093918,153682,57.63070427,0.000219974,5244.082031,23033.07031,2.161878347,2.663322449,73.86233521,90.99458313,F070802060503_249,108,070802060503
354,7914,20.0000515,2775.710682,113868.2141,28.12544823,44820.11719,126930.1484,90,8252.006836,67.60017395,788.0020142,19.60004997,5.60001421,452.6931977,0.051194696,139.6894816,12.5009875,11045,5745,0.031467431,180.6032149,361208,135.452411,0.000517016,53072.125,135182.1563,7.801587105,9.237967491,330.8919983,391.8138123,F070802060501_372,108,070802060501
355,7970,12.63286686,1784.560304,66891.92455,16.52230453,28310.25391,74565.16406,78,4201.291504,42.69908905,497.7349548,12.38020992,3.537202835,191.6273507,0.021670977,134.6424495,12.07787868,4708,2449,0.013414054,163.6322418,327265,122.7241848,0.000468433,32511.54492,78766.45313,11.55992413,13.27543736,230.6819458,264.9155579,F070802060503_153,108,070802060503
356,7987,12.87265015,1976.335228,66416.24966,16.40481377,28847.60938,74034.92188,86,4599.253418,43.50955582,507.1824036,12.61519718,3.604341984,443.6137407,0.050167908,132.9832886,11.94701786,11109,5778,0.031648183,211.9862976,423973,158.9897246,0.000606857,33446.86328,78634.17188,4.992663383,5.788657665,181.4432373,210.3712311,F070802060704_38,108,070802060704
357,8006,11.79231548,1926.978685,67627.98964,16.70411301,26426.57813,75385.66406,87,4737.620605,39.8580246,464.617218,11.55646896,3.301848412,337.3930165,0.038155495,130.9993235,11.79857985,8080,4201,0.023010387,171.6037052,343208,128.7027784,0.000491253,31164.19922,80123.28125,6.29054451,7.418281078,205.3302917,242.1408386,F070802060704_198,108,070802060704
358,8062,8.327752113,2318.299712,52317.03567,12.92230797,18662.49219,58318.375,45,1895.702637,28.14780235,328.1134338,8.161196709,2.331770658,405.5362125,0.045861752,130.999828,9.86246523,6552,3407,0.018661364,737.1849675,1474371,552.8887285,0.002110353,20558.19531,60214.07813,5.477690697,6.034104824,33.7545166,37.1832428,F070802060804_15,108,070802060804
359,8071,10.14292717,2197.513419,58793.06387,14.52188683,22730.29883,65537.27344,85,4024.014893,34.2830925,399.6313171,9.940068245,2.840019703,268.9515166,0.030415503,138.0830708,11.14104794,6748,3509,0.019220055,231.34067,462680,173.5054998,0.000662263,26754.31445,69561.28906,6.477714062,7.624484062,131.0062103,154.1986542,F070801010301_23,108,070801010301
360,8076,7.775224209,1302.051197,49647.6619,12.26297283,17424.27734,55342.79688,85,3398.069824,26.28025818,306.3438416,7.619719505,2.17706275,251.9446677,0.028492212,138.7443461,11.08021393,5110,2658,0.014558822,236.6973949,473394,177.5230498,0.000677598,20822.34766,58740.86719,6.555408955,7.83384037,98.15219879,117.2937698,F070802060502_30,108,070802060502
361,8130,5.719683647,1163.717892,33805.10419,8.349861145,12817.81152,37682.92188,82,2232.084717,19.33253098,225.3555298,5.605289936,1.601511478,204.6935672,0.023148625,138.9848896,10.67722678,3961,2061,0.011288838,206.2505272,412501,154.6878981,0.000590437,15049.89648,39915.00781,6.219219685,7.302230358,82.86240387,97.29200745,F070802060501_199,108,070802060502
362,8136,14.13341999,2451.421972,73275.66649,18.09909058,31672.99414,81681.19531,73,4307.221191,47.77095795,556.8567505,13.85075188,3.957357645,664.1449824,0.075107602,136.3395345,12.22614123,17140,8913,0.048819706,311.3386766,622676,233.5040078,0.000891275,35980.21484,85988.41406,3.553572893,4.036824226,135.6421814,154.0882111,F070802060503_232,108,070802060503
363,8216,4.149245739,1120.735833,26337.10139,6.505263805,9298.459961,29358.25586,69,1463.294067,14.0244503,163.4802856,4.066260815,1.161788821,150.1856064,0.016984365,139.9725825,10.85867764,2627,1368,0.007493028,142.9933568,285987,107.2450206,0.00040935,10761.75391,30821.55078,6.797119617,7.866779327,86.70294952,100.3473511,F070802060502_28,108,070802060502
364,8222,32.16394043,4258.319305,190834.0066,47.13599777,72079.39063,212724.7656,87,13368.71191,108.714119,1267.259277,31.52066231,9.005903244,1703.993144,0.192703164,130.7035741,11.78952233,41565,21610,0.11836574,854.6398812,1709278,640.9799097,0.002446593,85448.10156,226093.4844,3.335464716,3.954100132,112.4518738,133.308548,F070802060704_300,108,070802060704
365,8287,3.056581259,967.8762234,23749.24957,5.866064548,6849.798828,26473.54883,51,975.2918701,10.33124447,120.4292984,2.995449543,0.855842769,189.6988593,0.021452886,142.332782,12.74470234,4952,2576,0.014109678,192.4064388,384812,144.3048334,0.000550805,7825.09082,27448.83984,2.659083366,3.037690639,47.46756363,54.22611618,F070801010301_476,108,070801010301
366,8289,4.298709393,1227.70139,26250.57005,6.48389101,9633.408203,29261.80078,71,1500.761353,14.52963734,169.3691559,4.212735176,1.203638673,185.8085599,0.021012935,133.0921901,11.97207664,4636,2412,0.013211391,238.759426,477518,179.0695695,0.000683501,11134.16992,30762.5625,3.993950367,4.616156578,53.79701614,62.17790222,F070802060805_98,108,070802060805
367,8303,56.08240891,4617.282565,307788.4867,76.02375793,125680.6797,343095.2188,86,21314.02148,189.558548,2209.646973,54.96076202,15.70307446,1513.673788,0.171180107,131.7240042,11.85367954,36131,18792,0.102930541,810.822852,1621644,608.117134,0.002321157,146994.7031,364409.25,6.687988281,7.822196007,206.6718292,241.7210388,F070802060501_393,108,070802060501
368,8326,11.38924789,1267.974292,62094.61339,15.33736992,25523.30469,69217.54688,86,4299.984863,38.49565887,448.7363586,11.16146278,3.188989401,309.97505,0.03505482,135.2498728,12.1298844,7931,4123,0.022583153,144.3874049,288773,108.2905531,0.00041334,29823.28906,73517.53125,6.190469265,7.233395576,235.6928101,275.4006653,F070802060503_128,108,070802060503
369,8328,2.935749292,1023.196585,22130.21304,5.466162682,6579.01416,24668.79297,83,1479.034302,9.922832489,115.6685257,2.877034187,0.822009802,158.4220274,0.017915815,137.6106466,12.33514484,3778,1964,0.010757534,89.86211413,179724,67.39658613,0.00025725,8058.04834,26147.82813,3.349803448,4.10287571,97.61643219,119.5616684,F070802060503_46,108,070802060503
370,8339,9.02135849,1340.146483,53437.31859,13.19901752,20216.86523,59567.16797,86,3700.476563,30.49219131,355.4415283,8.840930939,2.525980473,314.0288318,0.035513259,132.5455697,11.91910215,7760,4036,0.022106623,271.9196172,543840,203.9397131,0.000778429,23917.3418,63267.64453,5.009134293,5.926001549,99.13157654,117.2765274,F070802060704_218,108,070802060704
371,8405,4.449541092,1000.692318,24748.04314,6.112766743,9971.421875,27586.91602,73,1454.716187,15.03944874,175.3119202,4.360550404,1.245871544,142.3448081,0.016097656,135.0466439,10.76315241,3159,1642,0.008993824,157.6478764,315294,118.235908,0.000451301,11426.1377,29041.63281,6.072729588,6.958671093,84.33496857,96.63847351,F070801010301_329,108,070801010301
372,8411,7.228553295,1664.614341,55586.08375,13.72976303,16199.1875,61962.42188,69,3088.372803,24.43251038,284.8049927,7.083982468,2.023994923,318.2382685,0.0359893,134.4000565,12.06364422,7802,4059,0.022232602,256.350158,512702,192.2626195,0.000733858,19287.56055,65050.79297,3.990930557,4.751801014,84.25552368,100.3188248,F070802060501_183,108,070802060501
373,8430,7.191304684,1373.19534,46635.59641,11.51899242,16115.71387,51985.21094,86,3229.4646,24.30661011,283.3374023,7.047478676,2.013565302,269.1597195,0.030439048,132.2136557,11.88856888,6727,3499,0.019165281,89.97578597,179952,67.48183894,0.000257575,19345.17773,55214.67578,4.605805397,5.528773308,238.815567,286.6723633,F070802060503_59,108,070802060503
374,8434,6.207355976,944.5262804,34531.84733,8.529366493,13910.68457,38493.03125,86,2391.293213,20.98086357,244.5698242,6.083209038,1.73805964,223.7685965,0.025305804,133.318136,11.98883317,5739,2984,0.016344441,94.59277844,189184,70.944585,0.000270792,16301.97754,40884.32422,4.661757469,5.463129044,196.0781708,229.784668,F070802060503_50,108,070802060503
375,8437,6.64949894,2643.09546,52549.49782,12.97972584,14901.52734,58577.50391,66,2792.717773,22.47530556,261.9902649,6.516509056,1.861859679,566.1957233,0.064030602,136.4315968,11.77532571,14022,7293,0.039946383,333.695718,667392,250.2717901,0.000955277,17694.24609,61370.22266,2.043264389,2.42619586,59.54137802,70.70011902,F070802060503_139,108,070802060503
376,8446,6.566734791,1530.215674,38505.63226,9.510890961,14716.05273,42922.65234,70,2170.385498,22.19556427,258.7293396,6.435400009,1.838685751,239.2687126,0.027058699,139.0280393,12.40561906,6184,3216,0.017615188,319.6189732,639240,239.7142307,0.000914979,16886.4375,45093.03906,4.575887203,5.250757694,61.38998413,70.44403076,F070802060501_236,108,070802060501
