OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
70,659.8264547,4703.474709,160_15_2,2.3595891,1.161758304,173.1019897,564.614563,78,295.4118958,100,1969.412598,7.975410938,92.96781158,1.138523102,0.325292319,39.73451996,0.004493544,130.999939,11.79862356,986,492,0.002694861,101.3500609,202701,91.21505356,0.000348164,468.5138855,860.0264893,0.351833314,0.952264011,1.89773488,5.136365891,108,070802060602,F070802060602_257,24
71,653.8843045,4700.6473,516_20_2,2.350420713,1.161059856,172.9979248,564.2750854,79,310.999939,100,2073.333008,7.944422245,92.60657501,1.137838602,0.325096756,59.24840947,0.006700353,136.8275931,12.26223496,1523,760,0.004162793,44.03435354,88069,39.63091792,0.00015127,483.9978638,875.2750244,0.227628842,0.636839271,4.365226269,12.21263313,108,070802060603,F070802060603_386,24
72,660.8184179,4699.389385,401_1_1,2.429074287,1.160749197,172.9516296,564.1240845,92,348.131897,100,2320.879395,8.210270882,95.70552826,1.137534261,0.325009763,37.25758074,0.004213429,131.0003586,11.79865265,925,462,0.00253054,16.18098967,32362,14.56289064,5.55859E-05,521.0834961,912.2559814,0.374354184,1.127886415,11.87618828,35.78159714,108,070802060601,F070802060601_34,16
73,654.3308542,4697.663922,87_9_1,2.390895605,1.160323024,172.8881378,563.9169922,63,238.3071136,100,1588.714111,8.081227303,94.20128632,1.137116551,0.324890435,109.9694607,0.012436355,143.2403595,9.066617608,2873,1435,0.007860011,74.78310823,149566,67.3047986,0.0002569,411.1952515,802.2241211,0.120479539,0.286547214,2.568734169,6.109449387,108,070802060301,F070802060301_206,32
74,625.407873,4697.242526,489_15_2,2.369190216,1.160218954,172.8726196,563.866394,78,295.0204773,100,1966.803223,8.007863045,93.34609222,1.137014627,0.324861318,30.43317688,0.003441663,159.3336538,14.16394265,906,453,0.002481244,15.69454271,31388,14.12508839,5.39149E-05,467.8930969,858.8868408,0.381617248,1.032876611,12.23869324,33.12496948,108,070802060502,F070802060502_465,16
75,652.3188729,4675.025554,388_4_1,2.473117352,1.154731274,172.0549622,561.1994019,78,293.625061,100,1957.500366,8.359136581,97.44082642,1.13163662,0.32332477,199.9999996,0.022617833,138.4376392,12.37427449,5372,2686,0.014712188,163.5619599,327124,147.2057673,0.000561878,465.6800232,854.8244629,0.064056203,0.173373058,1.168805838,3.163463116,108,070802060601,F070802060601_43,16
76,643.8034969,4661.283691,458_54_1,2.315701008,1.151337028,171.5492096,559.5498047,78,292.7619934,100,1951.746582,7.827069283,91.23861694,1.128310323,0.322374374,200.0000013,0.022617833,132.0311196,10.98246593,5052,2528,0.013846765,277.3031276,554607,249.5728116,0.000952609,464.3112183,852.3117676,0.067859657,0.183667406,0.687371373,1.860423923,108,070802060801,F070802060801_243,24
77,645.3326152,4659.968036,84_4_1,2.592284203,1.151012063,171.5007935,559.3918457,78,292.6793518,100,1951.195679,8.761920929,102.135994,1.127991796,0.322283387,199.999997,0.022617833,134.3995956,12.06361189,4989,2494,0.013660535,133.7517783,267504,120.3765996,0.000459472,464.1801453,852.071167,0.068765357,0.186118737,1.424702048,3.856066227,104,070801030406,F070801030406_565,24
78,651.8534777,4642.577856,138_27_1,2.333708286,1.146716714,170.8607941,557.3043213,80,299.0631104,100,1993.754028,7.887934208,91.94810486,1.123782396,0.321080685,37.39689445,0.004229184,130.9989115,11.79855092,927,462,0.00253054,47.50254726,95004,42.7522912,0.000163184,469.9238892,856.3674316,0.369828552,1.017151237,3.996529579,10.99178219,108,070802060602,F070802060602_107,24
79,654.7842793,4641.607799,21_11_1,2.289515972,1.146477103,170.8250885,557.1878662,78,291.5261841,100,1943.507935,7.738564014,90.20693207,1.123547554,0.3210136,34.65544277,0.003919155,131.0006053,11.79867013,860,429,0.002349787,82.17578238,164351,73.95820262,0.000282295,462.3512573,848.7140503,0.398193687,1.077741861,2.309751749,6.251521111,105,070801030402,F070801030402_74,32
80,651.35954,4636.60216,699_8_2,2.221656084,1.145240784,170.6408691,556.5870361,78,291.2118225,100,1941.412109,7.509197712,87.5332489,1.122335911,0.320667416,58.02701569,0.006562227,142.332283,12.7211411,1548,774,0.004239476,46.52734578,93055,41.87461019,0.000159834,461.8526917,847.7988281,0.220466241,0.596708894,4.075043678,11.02942085,108,070802060406,F070802060406_107,32
81,648.5211911,4625.827881,782_1_1,2.271583557,1.142579436,170.244339,555.2935791,19,70.7713623,100,471.809082,7.67795229,89.5003891,1.11972785,0.319922239,40.94311045,0.004630222,138.1407135,12.37565765,1042,521,0.002853704,13.70920897,27419,12.33828819,4.70947E-05,241.0157013,626.0649414,0.326764554,0.462602109,13.79805183,19.53396606,108,070802060804,F070802060804_446,32
82,606.4773504,4619.740769,658_6_1,2.469745636,1.141075969,170.0203247,554.5629272,69,256.6734924,100,1711.156616,8.347740173,97.30797577,1.118254423,0.319501281,,,,,,,,28.39234567,56785,25.55311081,9.75351E-05,426.6938171,811.2364502,,,6.653605938,16.69831276,104,070801030401,F070801030401_524,24
83,641.6480197,4598.237024,836_61_1,2.419306517,1.135764599,169.2289276,551.9815674,92,340.6385193,100,2270.92334,8.17725563,95.32067871,1.113049269,0.318014085,30.9782486,0.003503304,139.5009842,12.46124411,822,412,0.002256672,54.46064758,108922,49.01458168,0.000187087,509.8674316,892.6201172,0.410749823,1.237542272,3.452624083,10.40236187,108,070802060302,F070802060302_373,32
84,644.4968971,4597.437273,487_11_1,2.293668509,1.13556695,169.1994781,551.8855591,78,288.75177,100,1925.011841,7.752599716,90.3705368,1.112855554,0.317958742,29.15551007,0.003297172,143.2770844,12.79696337,824,413,0.002262149,14.40601337,28812,12.96541184,4.94884E-05,457.9512329,840.6373291,0.409683973,1.108840704,13.05006599,35.32099533,108,070802060502,F070802060502_329,16
85,643.5575564,4593.206574,504_2_1,2.21579504,1.13452208,169.0437927,551.3777466,78,288.4862671,100,1923.241821,7.489387035,87.30232239,1.111831665,0.317666173,40.14828825,0.004540336,149.4171371,13.29625893,1077,539,0.002952297,24.36092854,48722,21.92483521,8.36862E-05,457.5300598,839.8640137,0.313624859,0.848849833,7.710151196,20.86811829,108,070802060501,F070802060501_475,16
86,643.807628,4586.576495,399_15_2,2.303212166,1.132884383,168.7997742,550.5817871,92,339.7746582,100,2265.164307,7.784857273,90.74655914,1.11022675,0.317207634,75.58366776,0.008547694,133.1255913,11.95614362,1881,939,0.005143241,85.81814277,171636,77.23632845,0.000294808,508.5744324,890.3564453,0.179765463,0.541612804,2.185497046,6.584652901,108,070802060601,F070802060601_132,16
87,655.3526873,4579.705651,115_11_1,2.183448315,1.13118732,168.5469055,549.757019,79,291.3252869,100,1942.168579,7.380055428,86.02786255,1.108563542,0.316732436,199.9999976,0.022617833,147.2695825,13.10606636,5427,2715,0.014871031,151.2579574,302515,136.1321644,0.000519611,459.8721924,841.0822754,0.062079892,0.169382021,1.23811233,3.378130436,108,070801030406,F070801030406_37,16
88,637.5360435,4571.596322,559_9_1,2.263918638,1.129184246,168.2484589,548.7835693,79,290.8101196,100,1938.734131,7.652044773,89.19839478,1.106600523,0.316171587,23.46228218,0.00265333,139.5014038,12.42863274,613,306,0.001676072,56.28582001,112572,50.65723801,0.000193357,459.0585938,839.593689,0.549831569,1.50019145,3.321311235,9.06205368,108,070802060501,F070802060501_268,16
89,640.4716462,4566.004576,507_19_2,2.241069555,1.127803087,168.0426636,548.1123047,84,308.8375854,100,2058.917236,7.574815273,88.29814148,1.105247021,0.315784872,40.15114784,0.00454066,130.9993362,11.79858065,996,498,0.002727725,20.23953152,40479,18.21557856,6.95281E-05,476.880249,856.9498901,0.337435067,0.957590878,9.225216866,26.17980194,108,070802060501,F070802060501_101,16
90,621.3087387,4562.535853,27_11_1,2.407396793,1.12694633,167.9150085,547.6959229,74,271.8632507,100,1812.421631,8.137001038,94.8514328,1.10440743,0.315544963,28.74539213,0.003250792,141.8806824,12.7006958,809,404,0.002212853,32.04626227,64092,28.84163662,0.000110087,439.7782593,819.5592041,0.415631205,1.088560104,5.821965218,15.24803448,104,070801030202,F070801030202_83,32
91,636.9703862,4539.625771,399_3_2,2.337009668,1.121287584,167.0718536,544.9457397,92,336.2965698,100,2241.977051,7.899092674,92.07817841,1.098861814,0.313960522,33.14986992,0.003748891,131.0004272,11.79865789,822,412,0.002256672,23.37084889,46742,21.03376293,8.0285E-05,503.3684082,881.2423096,0.40551421,1.221768022,7.943032265,23.93144798,108,070802060601,F070802060601_83,16
92,635.8298549,4513.73225,458_36_2,2.218265295,1.114891887,166.1188965,541.8374634,79,287.1286621,100,1914.19104,7.497736931,87.39965057,1.092594028,0.312169731,,,,,,,,47.71612549,95432,42.94451141,0.000163917,453.2475586,828.9661255,,,3.86822176,10.55426025,108,070802060801,F070802060801_140,24
93,632.9956868,4506.843557,399_15_1,2.303212166,1.113190413,165.8653717,541.0105591,92,333.8677368,100,2225.784912,7.784857273,90.74655914,1.090926647,0.311693311,67.1376543,0.007592541,130.9999008,11.7986207,1665,832,0.004557163,84.28077888,168561,75.8526988,0.000289527,499.7330933,874.8782959,0.19935742,0.600640714,2.186677217,6.588204384,108,070802060601,F070802060601_132,16
94,612.4660892,4506.37211,137_39_1,2.34972167,1.113073945,165.8480225,540.9539185,78,283.0324402,100,1886.882935,7.94205904,92.5790329,1.090812445,0.311660707,199.9999989,0.022617833,137.4218292,10.72152116,5265,2632,0.01441641,166.0602368,332121,149.4542156,0.00057046,448.8804626,823.9863281,0.063012168,0.170547292,1.109691143,3.003464699,108,070802060602,F070802060602_108,32
95,633.6741407,4504.125857,406_23_1,2.286832094,1.112519145,165.7653503,540.6843262,78,282.8913269,100,1885.942139,7.729492664,90.10118103,1.090268731,0.311505347,39.08756554,0.00442038,136.6676992,12.24039809,1029,514,0.002815363,17.95622712,35912,16.16060507,6.16843E-05,448.6566772,823.5756836,0.322500676,0.872872889,10.25737286,27.76236916,108,070801030603,F070801030603_116,24
96,634.699797,4499.757574,658_33_2,2.391541243,1.111440063,165.6045685,540.1598511,78,282.6169739,100,1884.113159,8.083409309,94.22672272,1.089211226,0.311203212,38.62713066,0.00436831,131.0001424,9.136478037,941,470,0.002574359,19.32513635,38650,17.39262226,6.63869E-05,448.2215576,822.7768555,0.352350146,0.953662872,9.521541595,25.77078629,104,070801030401,F070801030401_557,24
97,631.2104406,4496.555402,183_8_2,2.208642721,1.110649228,165.4867401,539.7755127,65,235.3464203,100,1568.976074,7.465212345,87.02052307,1.088436246,0.31098178,57.34775551,0.00648541,133.2658813,11.96938248,1423,712,0.00389988,18.48004939,36959,16.63204493,6.34838E-05,400.8331604,775.1219482,0.232425198,0.562967896,9.949872971,24.10005188,108,070801030603,F070801030603_455,16
98,635.011966,4492.190606,115_9_2,2.254934788,1.109571099,165.3260956,539.2515259,79,285.7589417,100,1905.05957,7.621679783,88.84442902,1.087379694,0.310679913,53.13705206,0.006009225,131.0006332,11.7986722,1318,660,0.003615057,12.24273801,24485,11.01846373,4.2057E-05,451.085022,825.010498,0.250494093,0.683462143,15.00445938,40.93901062,104,070801030406,F070801030406_20,24
99,609.1415665,4478.737588,128_34_2,2.231836796,1.10624814,164.8309784,537.6365967,78,281.2967834,100,1875.31189,7.543608189,87.93437195,1.084123135,0.309749484,25.43581295,0.002876515,131.0009613,6.47434777,492,246,0.00134743,43.74610138,87492,39.37149048,0.000150279,446.1277466,818.9333496,0.670044601,1.813527465,4.186556816,11.33123875,108,070801030406,F070801030406_522,16
100,631.9203953,4476.660944,511_1_2,2.302044868,1.105735302,164.7545624,537.3873291,86,310.0039063,100,2066.692627,7.780911446,90.70056915,1.083620548,0.309605896,50.18624115,0.00567552,153.6669846,13.64383125,1436,718,0.003932744,34.28884983,68578,30.85996532,0.000117791,474.7584839,847.3912354,0.229463175,0.661223531,5.338779926,15.38428402,108,070801010301,F070801010301_255,24
101,626.8757283,4470.37552,487_11_2,2.293668509,1.10418272,164.5232239,536.6328125,78,280.7714539,100,1871.809692,7.752599716,90.3705368,1.08209908,0.30917117,192.9695651,0.021822767,137.5160522,12.30948601,4854,2427,0.013293552,186.3370275,372674,167.7033245,0.000640116,445.2946777,817.4042969,0.06778872,0.183475345,0.981037319,2.655252457,108,070802060502,F070802060502_329,16
102,629.5868461,4466.975481,588_3_1,2.310511827,1.103342891,164.3980865,536.2246704,10,35.96897507,100,239.7931671,7.809529781,91.03416443,1.081276059,0.308936,199.9999973,0.022617833,134.0685488,12.02721095,5108,2553,0.013983699,290.8239883,581648,261.7415893,0.000999056,200.3670654,572.1936646,0.064394079,0.078482985,0.628093123,0.765514791,108,070801010602,F070801010602_457,24
103,626.5576068,4462.628101,161_19_1,2.254979372,1.102269173,164.2381134,535.7028198,86,309.0319824,100,2060.213135,7.621830463,88.84618378,1.080223799,0.308635354,24.70790339,0.002794196,141.1996994,12.61005974,638,320,0.001752755,20.79340458,41586,18.7140646,7.14308E-05,473.2700806,844.7348022,0.513244092,1.478968978,8.776185989,25.28953934,108,070802060602,F070802060602_124,24
104,627.8774425,4461.31646,588_16_1,2.212760925,1.101945162,164.1898346,535.5453491,5,17.96170425,100,119.7446976,7.479131699,87.1827774,1.079906225,0.308544636,49.05023265,0.00554705,138.5554708,12.36798954,1243,621,0.00340144,33.95524836,67911,30.55972266,0.000116645,182.151535,553.5070801,0.264395863,0.293319702,5.372752666,5.960510254,108,070801010602,F070801010602_457,24
105,628.2677855,4460.791858,140_14_2,2.259800673,1.101815581,164.170517,535.4823608,78,280.1696777,100,1867.797852,7.638126373,89.03614807,1.079779267,0.308508366,199.9999963,0.022617833,135.5326258,12.17441098,5513,2757,0.01510108,244.6994825,489399,220.229534,0.000840607,444.34021,815.6520386,0.059546795,0.161168009,0.745451868,2.017623186,108,070801030407,F070801030407_240,24
106,626.6197868,4454.574895,474_1_2,2.199697971,1.100280046,163.9417267,534.736084,78,279.7789917,100,1865.193237,7.434978962,86.66809845,1.078274488,0.308078408,110.8647736,0.012537605,130.9992752,11.79857647,2750,1376,0.007536847,83.27048218,166542,74.94343247,0.000286056,443.7207031,814.5150757,0.119143695,0.32247144,2.187539577,5.920741558,108,070801030301,F070801030301_19,16
107,626.3293718,4453.388434,399_19_1,2.239117861,1.099986911,163.898056,534.5936279,91,326.3195496,100,2175.463623,7.568218231,88.22124481,1.077987194,0.307996333,51.1941967,0.005789509,130.9994863,11.79859161,1269,635,0.003478123,58.89723611,117795,53.00751346,0.000202327,490.2175903,860.913208,0.258107185,0.7719962,3.091977835,9.248077393,108,070802060601,F070802060601_132,16
108,625.5158209,4451.814992,443_8_2,2.39294529,1.099598289,163.8401489,534.4047852,78,279.6058655,100,1864.039063,8.088154793,94.28204346,1.07760632,0.307887524,112.1229331,0.012679889,133.9143829,12.03047943,2818,1409,0.0077176,149.6728854,299346,134.7055981,0.000514166,443.4460144,814.0106201,0.116281159,0.314723939,1.216283202,3.291964293,108,070801030303,F070801030303_406,8
109,626.9007321,4451.514017,723_73_1,2.343169212,1.099524021,163.8290863,534.3686523,78,279.5867004,100,1863.911377,7.919911861,92.32086945,1.077533484,0.307866722,44.25700004,0.005004987,150.1533203,13.3342947,1216,607,0.003324757,40.15987159,80318,36.14388372,0.00013796,443.4157715,813.9553223,0.269899637,0.730503738,4.532691956,12.26807213,108,070801010405,F070801010405_182,32
110,628.9527975,4450.55248,658_29_1,2.313185215,1.099286437,163.7936859,534.2532349,67,240.1056519,100,1600.704346,7.818565845,91.13949585,1.077300668,0.307800204,22.94369531,0.002594683,131.0007019,8.24911797,556,278,0.001522706,31.46335268,62927,28.31701815,0.000108085,403.899353,774.3588867,0.589185894,1.452875376,5.784284592,14.26348495,104,070801030401,F070801030401_557,24
111,623.6629653,4441.417505,388_11_2,2.14486742,1.097030163,163.457489,533.1566772,79,282.5289917,100,1883.526611,7.249651909,84.50777435,1.075089574,0.307168454,79.31283064,0.008969422,134.6424146,12.09747655,1968,983,0.005384244,73.43588687,146872,66.09229743,0.000252271,445.9864807,815.6856689,0.166284323,0.45369938,2.473170042,6.747934341,108,070802060601,F070802060601_43,16
112,625.9494227,4437.943344,503_3_1,2.189638138,1.096171975,163.3296204,532.739563,84,300.1757202,100,2001.171509,7.400977135,86.27174377,1.074248552,0.306928158,24.0901835,0.002724339,133.8323364,12.00851854,601,300,0.001643208,13.81956887,27639,12.43761182,4.74738E-05,463.5053406,832.9152832,0.544432044,1.545017838,13.13191128,37.26642609,108,070802060501,F070802060501_85,16
113,625.7894662,4436.603277,460_9_1,2.269313574,1.09584105,163.2803192,532.5787354,70,250.0709229,100,1667.139526,7.67027998,89.41095734,1.073924184,0.306835502,82.4740263,0.009326919,134.3996246,12.05055809,2114,1056,0.005784092,111.3316719,222663,100.1985043,0.000382453,413.3512573,782.6496582,0.154621512,0.391431123,1.629568458,4.125323772,108,070801030303,F070801030303_119,8
114,619.762953,4422.740378,845_155_1,2.07183814,1.092416883,162.7701111,530.9146118,69,245.7282867,100,1638.188599,7.002812862,81.6304245,1.070568562,0.305876732,199.9999975,0.022617833,137.182097,9.884435049,4735,2370,0.012981342,246.9656619,493932,222.2690959,0.000848392,408.4984131,776.6428833,0.06867937,0.172362193,0.73231101,1.83785522,108,070802060302,F070802060302_47,32
115,628.2397368,4421.581214,566_9_1,2.250901461,1.092130542,162.7274475,530.7754517,76,270.5862732,100,1803.908447,7.608047009,88.68551636,1.070287943,0.305796564,138.7420931,0.015690228,133.5495949,10.79574568,3483,1740,0.009530606,74.24148661,148483,66.81733802,0.000255039,433.3137207,801.3616943,0.09352152,0.249030873,2.435407639,6.485049248,108,070802060503,F070802060503_57,24
116,620.0692711,4416.617962,476_16_2,2.196151018,1.090904593,162.5447845,530.1796265,86,305.8460083,100,2038.973389,7.422990322,86.52835083,1.069086552,0.3054533,34.05493164,0.003851244,130.9990387,11.79856014,845,422,0.002311446,87.26810455,174536,78.54129028,0.000299789,468.3908081,836.0256348,0.385177225,1.109930873,2.069545746,5.963624954,108,070802060704,F070802060704_426,32
117,624.0761482,4415.722242,106_15_2,2.211866856,1.090683341,162.5118103,530.0720825,43,152.8919983,100,1019.279968,7.476109982,87.14755249,1.06886971,0.305391341,33.05070128,0.003737676,154.8003845,9.54174308,93,48,0.000262913,0.225056261,450,0.202550635,7.73127E-07,315.4038086,682.9641113,3.385662794,6.570912838,802.3268433,1557.160278,104,070801030404,F070801030404_40,24
118,621.3924481,4413.884573,694_30_2,2.124254704,1.090229511,162.4441986,529.8515625,69,245.2360382,100,1634.906982,7.179980755,83.69563293,1.06842494,0.305264264,37.03512426,0.004188271,147.4332466,10.73154228,274,138,0.000755876,29.84384141,59689,26.85945795,0.000102521,407.6802368,775.0875854,1.177131891,2.954204559,6.047933102,15.17827511,108,070801030303,F070801030303_290,16
